tract_fips,state_abbr,county_name,total_population,predicted_gain,loneliness,foodstamp,foodinsecu,housinsecu,shututility,lacktrpt,emotionspt,rank
22073010900,LA,Ouachita,4487.0,6131.1670203292015,41.4,51.1,50.1,36.3,31.4,24.4,38.0,329
36047103401,NY,Kings,4081.0,6130.492910721075,42.0,56.7,54.1,41.4,30.2,26.5,36.9,330
28133950100,MS,Sunflower,6742.0,6123.249646037576,39.1,31.9,42.5,30.4,22.8,21.9,37.4,331
36047034200,NY,Kings,6735.0,6122.659259797196,37.9,41.8,41.3,28.2,19.6,19.3,32.3,332
06077000700,CA,San Joaquin,5284.0,6118.660270747271,39.5,48.7,48.6,35.3,21.1,24.0,34.1,333
17031660900,IL,Cook,5631.0,6118.267895067346,41.0,46.0,45.5,35.6,23.5,21.2,36.1,334
39049006933,OH,Franklin,6405.0,6114.512473890127,47.1,41.3,44.3,30.1,23.4,21.4,34.8,335
18097330900,IN,Marion,6368.0,6112.561420774235,40.3,33.7,40.4,28.9,24.9,20.0,31.9,336
27145000304,MN,Stearns,6767.0,6112.388454238193,36.5,36.3,36.3,25.2,19.7,21.0,27.3,337
32003003800,NV,Clark,4201.0,6104.59599009066,43.5,54.1,52.5,40.2,28.8,27.9,35.7,338
39017000400,OH,Butler,4472.0,6103.179747404625,41.8,49.9,48.7,34.8,28.2,24.9,29.7,339
06071007605,CA,San Bernardino,4324.0,6102.647099391799,43.9,59.3,56.1,40.4,24.4,28.0,36.7,340
06071012202,CA,San Bernardino,3259.0,6101.534594730248,36.4,72.2,60.8,40.5,32.5,32.8,36.2,341
36005017300,NY,Bronx,6411.0,6093.717116713255,42.8,40.6,45.6,36.8,20.5,20.1,36.8,342
36005002701,NY,Bronx,3335.0,6093.337144055412,44.0,64.9,64.7,49.6,32.8,31.4,38.1,343
16065950301,ID,Madison,7491.0,6091.441581511266,40.3,32.1,35.9,21.3,16.5,23.7,22.7,344
34001001400,NJ,Atlantic,3664.0,6088.000242841065,40.7,54.9,56.7,42.6,32.6,29.5,34.5,345
06071003505,CA,San Bernardino,7861.0,6084.788814743694,42.8,38.8,40.4,31.3,16.3,19.8,34.7,346
36081097202,NY,Queens,3336.0,6081.591988899757,46.5,65.0,62.3,49.2,34.7,32.3,39.6,347
26163552100,MI,Wayne,5217.0,6080.5668879902105,38.3,49.0,46.0,29.3,24.2,23.1,32.6,348
18089012400,IN,Lake,3945.0,6078.340269946046,37.0,50.3,53.4,35.4,34.3,26.0,35.0,349
17031842100,IL,Cook,7110.0,6077.8574757215265,38.8,37.7,40.6,31.9,19.1,18.1,33.5,350
55079004800,WI,Milwaukee,3454.0,6074.003363168234,42.1,71.8,58.9,41.0,31.8,30.5,36.0,351
06039000604,CA,Madera,5735.0,6071.219709631201,41.5,44.7,47.4,35.8,19.4,23.3,34.0,352
06077002100,CA,San Joaquin,5838.0,6064.109954279934,40.6,45.3,46.3,34.4,19.5,22.8,34.4,353
06037229300,CA,Los Angeles,5973.0,6062.416066910233,47.8,47.8,49.5,39.0,18.9,23.8,38.7,354
26125141500,MI,Oakland,5074.0,6060.7194462366,40.0,47.5,45.1,32.6,26.2,22.2,32.4,355
26163542100,MI,Wayne,4536.0,6060.0480228141605,37.1,51.6,45.8,34.5,29.6,22.7,34.1,356
13313001200,GA,Whitfield,6814.0,6058.809216787364,39.2,35.5,40.5,29.0,18.7,19.4,27.6,357
01073000500,AL,Jefferson,2995.0,6057.797125347855,45.7,68.1,65.7,44.2,39.3,34.3,34.8,358
06071009131,CA,San Bernardino,5746.0,6044.051940665631,44.2,49.1,45.5,34.7,20.9,23.4,36.2,359
45079011901,SC,Richland,9167.0,6043.055413289394,35.6,25.2,30.5,25.0,19.2,15.3,28.8,360
06019005100,CA,Fresno,6523.0,6042.769536405506,39.5,43.5,41.7,29.6,18.4,20.4,31.4,361
22073010605,LA,Ouachita,4615.0,6042.766806452257,43.3,48.2,50.6,37.3,29.8,25.0,38.6,362
26163510600,MI,Wayne,5171.0,6040.861199427946,39.8,51.1,50.7,30.2,23.5,23.9,36.2,363
36047115600,NY,Kings,4249.0,6030.559701278525,43.0,53.9,54.6,41.8,28.4,26.4,38.6,364
06025012001,CA,Imperial,5275.0,6024.66062230599,40.7,49.5,49.2,35.1,19.9,24.1,33.2,365
06113010501,CA,Yolo,8597.0,6021.2672460918575,48.7,39.3,38.3,22.4,14.2,24.4,31.1,366
37107010500,NC,Lenoir,3602.0,6015.721398505091,38.7,61.4,54.7,38.0,32.5,28.2,32.4,367
13193000300,GA,Macon,4664.0,6010.916677657466,43.3,49.8,48.4,35.4,27.6,25.2,34.6,368
17031431302,IL,Cook,3788.0,6003.5497883551925,41.4,59.7,52.5,41.4,32.7,26.7,36.1,369
36005040502,NY,Bronx,6590.0,6002.153842437673,41.5,38.0,43.4,35.9,19.9,19.3,35.1,370
09140350101,CT,Naugatuck Valley,4054.0,5999.209120180426,37.7,53.5,52.0,36.8,28.9,26.2,32.1,371
17031290900,IL,Cook,4241.0,5998.397798695547,42.6,56.5,51.7,40.5,29.6,25.0,38.3,372
06001409700,CA,Alameda,5240.0,5985.697000870413,44.7,50.4,46.4,36.4,23.1,23.7,35.4,373
36061019200,NY,New York,4358.0,5978.351062572948,45.5,55.0,53.8,39.9,26.6,26.4,36.1,374
13059030200,GA,Clarke,5450.0,5978.136498257198,43.5,43.7,41.7,29.4,23.7,23.9,28.7,375
06019002502,CA,Fresno,5190.0,5975.854301756267,41.8,50.0,50.1,35.0,21.1,24.2,34.8,376
17031540102,IL,Cook,3357.0,5974.51109454358,43.9,66.6,58.7,45.2,35.3,29.8,38.3,377
13089021913,GA,DeKalb,4189.0,5972.435317659697,45.5,51.7,48.5,38.4,30.9,26.2,32.5,378
36047009800,NY,Kings,6876.0,5969.865324106474,42.0,41.6,50.2,32.6,17.8,20.6,40.4,379
06029004702,CA,Kern,3755.0,5962.651874420133,41.2,60.5,58.8,43.2,26.4,29.9,34.8,380
36061002000,NY,New York,4689.0,5961.745801919058,45.3,54.4,55.8,38.0,23.6,25.6,37.5,381
05131000100,AR,Sebastian,6691.0,5953.510726056276,41.0,32.0,42.8,29.2,22.2,20.6,33.9,382
40143007900,OK,Tulsa,4421.0,5952.601469238855,41.5,51.5,48.6,35.7,30.8,23.9,36.6,383
36061028500,NY,New York,8403.0,5952.083747959902,42.2,34.1,39.2,30.1,16.1,17.5,32.4,384
26081003200,MI,Kent,5617.0,5951.666353376105,39.5,44.1,40.9,30.1,24.3,21.1,32.3,385
39061007700,OH,Hamilton,3108.0,5951.374006670228,41.9,64.4,57.0,42.5,39.2,30.8,32.3,386
32003002404,NV,Clark,4818.0,5948.604931114126,43.0,47.7,45.2,35.9,26.8,24.9,34.5,387
26163538600,MI,Wayne,5888.0,5948.233993811517,36.3,41.1,37.9,29.6,24.6,19.2,32.5,388
36081122702,NY,Queens,6813.0,5947.126623060629,42.0,40.8,43.9,31.1,18.7,20.2,35.3,389
26163547200,MI,Wayne,3852.0,5945.6932874441845,39.0,57.4,51.1,38.4,32.6,25.8,35.2,390
36005046209,NY,Bronx,4966.0,5941.551101505871,42.4,48.2,47.9,38.7,25.3,22.5,36.3,391
17031400800,IL,Cook,2768.0,5941.394664504612,42.9,74.4,64.9,49.7,41.5,34.4,38.4,392
36005039500,NY,Bronx,4597.0,5939.688748432335,43.1,49.6,52.6,41.9,25.3,24.4,36.8,393
36047121400,NY,Kings,4649.0,5938.618687360207,42.0,49.6,51.0,39.2,26.1,24.2,36.9,394
26163536100,MI,Wayne,3270.0,5937.880113430258,38.5,65.0,56.6,40.8,36.7,29.4,35.4,395
05131000501,AR,Sebastian,5506.0,5930.833322177817,41.2,36.9,46.7,32.0,24.7,23.0,33.7,396
13127000800,GA,Glynn,4241.0,5924.950138683064,41.5,52.2,49.7,36.7,28.6,25.3,32.1,397
06037240500,CA,Los Angeles,6760.0,5924.432780040687,47.0,44.9,44.7,35.4,18.0,21.6,38.5,398
35013001707,NM,Do̱a Ana,5010.0,5916.200628284711,37.8,43.1,47.7,34.1,22.9,22.4,29.4,399
22071001744,LA,Orleans,4687.0,5914.833482557841,46.0,48.3,47.8,36.6,30.8,24.3,39.2,400
26163545500,MI,Wayne,3973.0,5913.020752424759,38.3,54.9,49.1,36.4,31.2,25.7,33.2,401
36005008500,NY,Bronx,5746.0,5912.407157427693,41.5,41.4,46.4,37.6,21.1,20.7,34.7,402
26163505600,MI,Wayne,4246.0,5911.2098634567055,37.7,52.4,46.8,35.9,30.7,23.7,34.6,403
36005002500,NY,Bronx,5642.0,5909.588213810547,42.1,42.0,47.7,38.3,21.2,21.3,35.5,404
36029004300,NY,Erie,6969.0,5908.144316364211,36.1,36.8,33.8,28.6,21.2,17.6,31.7,405
26163540300,MI,Wayne,4170.0,5899.076910392806,37.8,54.3,48.1,35.7,30.6,23.9,34.6,406
17031680900,IL,Cook,3560.0,5896.610995811592,42.1,64.5,57.4,42.4,32.6,28.3,38.6,407
13063040419,GA,Clayton,7603.0,5894.651029376173,44.4,34.3,38.0,28.7,20.1,18.8,32.6,408
36047090200,NY,Kings,4303.0,5890.104069024522,42.2,53.6,52.4,39.8,28.2,25.4,38.5,409
36005012300,NY,Bronx,4915.0,5887.051572321442,41.2,46.4,49.1,39.4,24.0,22.4,34.7,410
39151702300,OH,Stark,3481.0,5884.359329462345,45.0,60.9,53.9,38.5,34.2,29.6,30.7,411
06037231720,CA,Los Angeles,5257.0,5883.211971277349,47.0,52.2,51.6,38.7,20.2,25.1,38.6,412
32003000516,NV,Clark,6042.0,5882.067749439902,43.1,39.2,43.0,34.4,21.4,22.0,34.5,413
34007600900,NJ,Camden,3804.0,5880.816094992294,41.3,49.2,58.4,44.2,28.2,28.4,32.9,414
34013004802,NJ,Essex,4220.0,5871.098106291966,40.0,48.2,52.4,40.2,29.1,25.9,37.5,415
36047121000,NY,Kings,4188.0,5870.12499597253,42.0,53.6,55.1,41.5,27.4,25.5,37.6,416
17031191100,IL,Cook,6651.0,5868.798073608722,38.1,36.3,43.1,33.0,17.8,18.7,31.7,417
36061018900,NY,New York,11169.0,5868.725389056681,40.9,30.7,31.9,23.3,14.2,15.3,30.0,418
17031010201,IL,Cook,8210.0,5867.371874230598,37.4,33.9,34.6,27.2,17.6,16.3,31.1,419
06053011302,CA,Monterey,5573.0,5865.121630514882,40.4,44.6,46.2,35.4,19.2,22.8,33.1,420
40143000400,OK,Tulsa,4193.0,5862.491166642182,40.9,50.7,51.8,37.0,29.0,25.4,34.0,421
06059074501,CA,Orange,6104.0,5859.8794641607465,41.2,43.0,46.5,34.9,18.3,21.6,35.8,422
39061022700,OH,Hamilton,3140.0,5855.199998228344,40.1,64.9,56.9,40.5,37.8,29.2,31.7,423
29189212101,MO,St. Louis,4012.0,5854.361608616686,41.6,49.6,47.2,38.0,32.8,25.5,32.6,424
26163559800,MI,Wayne,3112.0,5851.517905814545,37.0,67.3,57.9,40.2,37.1,29.9,34.3,425
45021970502,SC,Cherokee,4640.0,5840.200003650101,38.8,44.1,49.3,33.2,26.6,23.6,31.6,426
06029002202,CA,Kern,3659.0,5837.109017490273,42.4,61.5,58.1,43.4,27.5,30.2,36.1,427
26163578600,MI,Wayne,6003.0,5824.810613986432,35.1,41.5,38.7,26.5,20.9,19.2,28.2,428
39061027100,OH,Hamilton,4910.0,5823.840355650526,37.9,47.0,43.2,30.6,26.4,21.0,30.2,429
04027011601,AZ,Yuma,6361.0,5823.020692277862,38.2,35.4,46.4,33.1,18.3,20.6,34.1,430
22033003000,LA,East Baton Rouge,4828.0,5817.579015507586,48.1,45.7,47.5,33.7,27.4,28.1,37.4,431
06071006501,CA,San Bernardino,5004.0,5813.659161617472,43.3,52.3,49.6,36.7,21.8,24.7,37.3,432
36005017702,NY,Bronx,5480.0,5813.590092923038,43.6,43.7,48.1,39.0,22.3,21.8,37.9,433
13245010400,GA,Richmond,3229.0,5811.971012160726,41.9,64.4,58.9,42.0,34.9,30.5,34.5,434
17031251600,IL,Cook,4456.0,5810.791935648465,41.2,53.4,49.7,37.9,27.2,23.7,37.1,435
36005013100,NY,Bronx,4822.0,5807.615916891652,42.8,47.0,50.6,41.0,24.2,23.0,36.8,436
13121011310,GA,Fulton,5434.0,5799.5872350117625,43.3,42.5,43.2,33.3,24.1,21.9,32.6,437
06029003002,CA,Kern,3575.0,5791.963645166445,41.7,62.1,58.3,42.8,27.5,30.6,35.1,438
06037228800,CA,Los Angeles,5347.0,5786.327912054336,48.4,50.5,52.3,40.0,19.3,25.0,39.3,439
29510124100,MO,St. Louis,4270.0,5785.006340358484,40.0,44.5,42.9,35.2,31.0,24.6,29.8,440
06113010203,CA,Yolo,6087.0,5783.029597991509,37.5,44.4,39.4,28.2,18.9,20.5,29.9,441
34031264200,NJ,Passaic,4928.0,5780.518763357636,43.3,39.6,50.9,38.7,24.5,22.9,33.2,442
36005004400,NY,Bronx,4592.0,5779.182558612984,42.6,50.4,52.7,40.2,24.3,23.7,36.4,443
13141480400,GA,Hancock,6017.0,5775.888208514964,42.0,41.1,41.2,30.6,22.7,20.5,33.8,444
24510280600,MD,Baltimore,3423.0,5771.422935944027,45.2,62.6,55.5,42.6,34.5,28.5,35.3,445
26163526300,MI,Wayne,3093.0,5770.501944171038,37.9,61.9,62.1,44.7,33.3,31.2,32.5,446
06029006404,CA,Kern,3551.0,5770.4478943791355,41.8,62.3,60.2,44.1,26.9,30.4,35.6,447
36047035900,NY,Kings,6127.0,5770.328826256313,42.5,41.2,42.3,34.5,22.6,20.1,38.1,448
36047120802,NY,Kings,4534.0,5769.88675473146,40.6,51.3,49.0,37.3,27.2,23.3,37.4,449
37067003404,NC,Forsyth,4407.0,5754.244322452322,37.8,47.9,47.5,34.2,26.0,24.0,29.8,450
29189210702,MO,St. Louis,6014.0,5749.714498407879,40.4,34.8,35.3,30.4,24.9,19.5,30.0,451
51550020100,VA,Chesapeake,4870.0,5744.056616264316,38.9,45.9,41.9,31.0,25.4,21.9,28.2,452
31055001200,NE,Douglas,4256.0,5743.78559191353,34.3,48.5,48.1,32.6,27.8,23.7,31.1,453
36061029300,NY,New York,9361.0,5741.48204865356,41.7,30.3,36.5,28.9,15.0,16.3,32.0,454
36119000103,NY,Westchester,5602.0,5741.384080566558,36.4,40.0,40.5,32.8,21.9,19.3,29.8,455
22097961302,LA,St. Landry,2705.0,5741.007864547284,43.2,71.6,65.0,45.7,42.7,35.6,39.3,456
34031175401,NJ,Passaic,5336.0,5740.559846449598,41.0,35.2,49.9,37.3,21.5,21.6,31.2,457
36087012107,NY,Rockland,5718.0,5734.002084439417,42.6,46.4,39.7,28.6,20.9,21.4,28.4,458
36081097205,NY,Queens,3483.0,5732.433648042104,43.6,59.4,58.1,44.6,31.1,29.4,36.1,459
36005042000,NY,Bronx,4396.0,5727.568218043083,42.6,51.4,51.3,40.6,26.4,24.0,37.0,460
06037228100,CA,Los Angeles,5158.0,5724.435462572231,46.4,50.0,51.2,39.5,19.8,24.7,37.5,461
04013109102,AZ,Maricopa,6646.0,5718.389404078402,37.9,35.1,43.5,29.9,17.3,21.0,33.1,462
44007001800,RI,Providence,6982.0,5713.753661263207,41.3,34.1,38.5,31.4,18.7,17.5,29.1,463
04013083000,AZ,Maricopa,7221.0,5713.114673475118,37.3,33.2,41.5,28.4,16.2,19.8,32.0,464
26163501000,MI,Wayne,3056.0,5709.725676513539,40.2,65.6,57.9,43.3,38.1,30.4,36.9,465
35031943601,NM,McKinley,3432.0,5708.29344569921,40.1,54.8,55.5,37.4,33.0,32.4,34.7,466
36005033601,NY,Bronx,5005.0,5705.217215309962,42.4,46.2,48.3,38.8,23.7,22.0,36.5,467
36005037300,NY,Bronx,6404.0,5704.226004384368,41.8,37.6,42.7,35.9,20.0,18.9,35.5,468
04013092802,AZ,Maricopa,6134.0,5703.626444278071,38.2,38.0,44.9,30.2,18.2,21.9,32.9,469
22073001100,LA,Ouachita,2958.0,5703.340687089845,44.2,65.7,61.8,44.6,40.3,32.6,39.7,470
06029002501,CA,Kern,4429.0,5703.193314936754,40.8,53.5,51.3,37.9,22.9,25.7,34.7,471
37063001002,NC,Durham,5501.0,5701.071739300825,37.5,39.7,41.9,31.1,21.7,21.2,29.7,472
35009000100,NM,Curry,4717.0,5698.749421116964,40.8,44.5,48.2,34.7,24.6,23.8,31.7,473
06107000203,CA,Tulare,4782.0,5696.673110684962,39.4,49.7,49.7,36.0,20.8,24.3,33.1,474
13175950900,GA,Laurens,3007.0,5692.119749738572,48.1,67.6,60.8,44.2,37.5,32.6,34.8,475
36047038200,NY,Kings,5599.0,5691.622943435943,41.8,45.9,50.1,33.4,20.9,22.1,39.1,476
06013377000,CA,Contra Costa,7826.0,5687.186691854788,40.6,35.2,36.1,29.0,16.1,18.4,31.1,477
36047089600,NY,Kings,3615.0,5686.596756055321,42.8,58.6,55.4,43.1,32.4,28.0,39.9,478
36061002400,NY,New York,4311.0,5686.0210384003885,44.4,54.9,55.2,38.0,24.5,25.8,36.0,479
22073010700,LA,Ouachita,2661.0,5679.586721866944,44.6,72.0,67.2,47.2,43.0,35.9,41.1,480
06071010010,CA,San Bernardino,7039.0,5676.727184964779,40.3,40.8,39.5,29.1,16.3,19.5,32.3,481
06053011202,CA,Monterey,8025.0,5675.8923829368705,40.2,33.6,38.6,30.8,14.9,18.5,33.0,482
06025011500,CA,Imperial,6058.0,5675.872194636514,39.9,43.6,43.8,31.7,17.6,21.1,32.8,483
27123031702,MN,Ramsey,6680.0,5675.325327962735,45.1,38.0,44.4,28.3,19.2,22.7,35.8,484
25025090100,MA,Suffolk,5345.0,5674.999847614753,43.0,48.1,39.3,32.7,23.7,21.7,32.8,485
17031826600,IL,Cook,4872.0,5661.378629606796,39.1,49.2,44.1,34.2,25.7,21.0,34.9,486
09120071200,CT,Greater Bridgeport,5187.0,5652.0808370826535,40.7,41.4,45.9,34.5,24.6,22.2,36.0,487
06107002202,CA,Tulare,5382.0,5650.942358941225,40.0,45.3,44.7,34.2,19.6,22.4,32.3,488
06059074901,CA,Orange,8707.0,5650.142441979442,41.1,32.9,39.2,30.7,14.4,17.9,35.4,489
06037910405,CA,Los Angeles,5882.0,5645.667457894117,46.3,46.7,45.9,36.4,18.8,22.3,37.1,490
06037208903,CA,Los Angeles,3955.0,5642.825314392148,47.8,60.7,59.7,44.2,23.9,29.9,40.5,491
24039930101,MD,Somerset,6972.0,5640.921108157061,39.7,35.3,35.0,26.9,20.1,18.9,30.6,492
17031300800,IL,Cook,4192.0,5632.855582762851,38.5,50.5,54.7,39.9,23.6,24.2,32.7,493
17113000200,IL,McLean,5047.0,5625.121753117116,48.2,49.8,45.9,26.7,20.3,29.1,29.2,494
06019008501,CA,Fresno,4968.0,5623.608661216066,39.6,47.5,48.6,35.0,20.2,22.9,32.0,495
06019002601,CA,Fresno,5446.0,5621.340030491346,41.0,44.4,46.6,34.4,19.3,22.3,33.2,496
06053000701,CA,Monterey,5666.0,5620.929985143822,42.7,42.6,47.6,36.9,18.3,22.8,35.7,497
55079016400,WI,Milwaukee,3978.0,5619.335969804119,39.9,58.1,54.9,38.2,23.2,26.5,31.9,498
13121012000,GA,Fulton,3683.0,5618.311574739182,41.8,54.3,49.8,37.9,32.0,26.7,31.6,499
06037534202,CA,Los Angeles,5258.0,5614.006639300955,46.2,48.9,50.6,38.7,18.8,24.1,36.8,500
