outcome,model,fold,cv_strategy,n_train,n_test,rmse,mae,r2_oos,r2_insample
depression,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.7182362267515379,0.57808568394984,0.27636875151987106,0.4128631963163929
depression,Covariates Only,5,County-Blocked (10-fold),54115,6013,0.938693565665607,0.7188157065782562,0.32770357495489577,0.4165712583006781
depression,Covariates Only,6,County-Blocked (10-fold),54115,6013,0.8434629811755505,0.655573037921691,0.38290776606487964,0.4081448719578131
depression,Covariates Only,7,County-Blocked (10-fold),54115,6013,0.8558157047563123,0.6918309111779997,0.4048786380114535,0.40618737775430946
depression,Covariates Only,8,County-Blocked (10-fold),54116,6012,0.6834448916781649,0.528569279135541,0.4205192481932003,0.40627012426531395
depression,Covariates Only,9,County-Blocked (10-fold),54116,6012,0.6476633416326282,0.5232399361984706,0.412416464876053,0.40695043267270414
casthma,HRSN + Covariates,0,County-Blocked (10-fold),54115,6013,0.4686284885338556,0.3547329496755037,0.7185981276993696,0.7215240184700826
casthma,HRSN + Covariates,1,County-Blocked (10-fold),54115,6013,0.4934085214246962,0.38343663475732975,0.7888326476303906,0.7186588219396266
casthma,HRSN + Covariates,2,County-Blocked (10-fold),54115,6013,0.5237513827262675,0.4246431491467342,0.6298005656897339,0.7329344024366169
casthma,HRSN + Covariates,3,County-Blocked (10-fold),54115,6013,0.5896227689358426,0.4534536060024251,0.636796199802188,0.7311970758358626
casthma,HRSN + Covariates,4,County-Blocked (10-fold),54115,6013,0.5706986818071705,0.4285716491328427,0.5786249381868902,0.7385545328742044
casthma,HRSN + Covariates,5,County-Blocked (10-fold),54115,6013,0.5722784652293987,0.43446602893972375,0.7009165130413484,0.7295085142242834
casthma,HRSN + Covariates,6,County-Blocked (10-fold),54115,6013,0.5420329192373966,0.4209080919804191,0.6916344996465431,0.7295922064444704
casthma,HRSN + Covariates,7,County-Blocked (10-fold),54115,6013,0.5305666762263328,0.4121724838702708,0.7953053398071083,0.7149306938349584
casthma,HRSN + Covariates,8,County-Blocked (10-fold),54116,6012,0.49260295084754546,0.3956236901618422,0.7500992105350618,0.7234272926212928
casthma,HRSN + Covariates,9,County-Blocked (10-fold),54116,6012,0.5644099129766497,0.41383503487228146,0.6237292422005107,0.7354207689726873
casthma,SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.594487709291812,0.4499517535738116,0.547148959031318,0.566935204635773
casthma,SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.6503059978683224,0.4943065654224786,0.6331833819301754,0.5659459281530015
casthma,SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.6180010056837703,0.4719709799686223,0.4845770534474899,0.5799177707080035
casthma,SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.7590008906831108,0.5999907023811304,0.3981524969066902,0.5846248882193283
casthma,SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.6523982748431149,0.4858754867005636,0.4493435909688549,0.5840754467540121
casthma,SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.6986663580377219,0.5293239540150835,0.5542233755149233,0.575835335996305
casthma,SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.6532264220581542,0.49352536248755674,0.5521403431395582,0.5754439011031132
casthma,SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.7053892238333206,0.5435680158920785,0.6381869591179021,0.561550712065706
casthma,SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.6195157479137046,0.48109286412357294,0.6047441458920766,0.5696356581002653
casthma,SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.6174897843720093,0.470204208400846,0.5496286488129617,0.5756818230749509
casthma,HRSN + SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.4710045636027964,0.35905923470594947,0.7157373240421229,0.7268263845830989
casthma,HRSN + SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.4825475100132228,0.3760907460192034,0.7980268488800404,0.7227832605797934
casthma,HRSN + SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.5146166086591561,0.41661703843983566,0.6426012883466634,0.7371691802754619
casthma,HRSN + SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.583855155683807,0.44899271431291576,0.6438670713399239,0.7357932171487298
casthma,HRSN + SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.5699953835434663,0.42483515931498445,0.5796628580365757,0.7435519538504394
casthma,HRSN + SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.5840448743331481,0.4382522288225883,0.6884913852619349,0.7358933717820689
casthma,HRSN + SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.5364538065105995,0.4174929706795485,0.6979498056319982,0.7341254705127549
casthma,HRSN + SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.5200923993624176,0.40309568422576314,0.8033075957994531,0.7191510275212676
casthma,HRSN + SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.49000945020605086,0.39249559519496985,0.7527236841476098,0.7283808893764989
casthma,HRSN + SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.5610582448521909,0.40798759171832694,0.6281848342852276,0.7400950502477326
casthma,Covariates Only,0,County-Blocked (10-fold),54115,6013,0.632942769884222,0.4711024783859767,0.4866678128033086,0.545330490115393
casthma,Covariates Only,1,County-Blocked (10-fold),54115,6013,0.6682188201679266,0.5080073455935888,0.6126969743103359,0.5411859457899699
casthma,Covariates Only,2,County-Blocked (10-fold),54115,6013,0.618409007194229,0.4797199528506618,0.4838962689304839,0.5537120241932529
casthma,Covariates Only,3,County-Blocked (10-fold),54115,6013,0.7705593608184895,0.6073749136101309,0.3796824143619164,0.5592001041779691
casthma,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.6595856353438817,0.49371250253412935,0.4371437820658195,0.5588007160889314
casthma,Covariates Only,5,County-Blocked (10-fold),54115,6013,0.744723069135201,0.5666190097493867,0.49351423709594433,0.5559237290227217
casthma,Covariates Only,6,County-Blocked (10-fold),54115,6013,0.6675399227194767,0.4987806354363052,0.5322983034819029,0.5506872521225216
casthma,Covariates Only,7,County-Blocked (10-fold),54115,6013,0.7370673525899851,0.572573974897557,0.6049601342428295,0.5386386153666115
casthma,Covariates Only,8,County-Blocked (10-fold),54116,6012,0.6273130793521516,0.4923874238087392,0.594732016817957,0.5437446973818727
casthma,Covariates Only,9,County-Blocked (10-fold),54116,6012,0.6181798921661122,0.47681534520363916,0.5486214144729578,0.5491117508332126
obesity,HRSN + Covariates,0,County-Blocked (10-fold),54115,6013,0.41321901367639413,0.32803661541374834,0.8347693506992175,0.8032900692629472
obesity,HRSN + Covariates,1,County-Blocked (10-fold),54115,6013,0.3959710364751542,0.3131401320352584,0.8280997021340684,0.8066356221298657
obesity,HRSN + Covariates,2,County-Blocked (10-fold),54115,6013,0.4532058151634385,0.35931252999433205,0.7981400003042903,0.8096924414781997
obesity,HRSN + Covariates,3,County-Blocked (10-fold),54115,6013,0.5168871319447259,0.4026726186736684,0.7726596388394742,0.8127162849068947
obesity,HRSN + Covariates,4,County-Blocked (10-fold),54115,6013,0.44023617041697116,0.34887264838365756,0.7508610096189249,0.8131401227998003
obesity,HRSN + Covariates,5,County-Blocked (10-fold),54115,6013,0.46555750869721046,0.3726773302097291,0.8249442009597162,0.8051994238185445
obesity,HRSN + Covariates,6,County-Blocked (10-fold),54115,6013,0.40930417431501737,0.33414741370917467,0.8355889965752066,0.8054830906392543
obesity,HRSN + Covariates,7,County-Blocked (10-fold),54115,6013,0.4721744152874533,0.3704021462247016,0.7856204522668487,0.8106261884290296
obesity,HRSN + Covariates,8,County-Blocked (10-fold),54116,6012,0.41410155236034013,0.3353714404850837,0.8186300417606329,0.8073387553050362
obesity,HRSN + Covariates,9,County-Blocked (10-fold),54116,6012,0.4794017467040237,0.3863887933045911,0.6794717091364957,0.8163566023535096
obesity,SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.5243604312256516,0.4325076157226421,0.7339337185725601,0.7184112879735527
obesity,SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.4606852925179448,0.3632860093275631,0.7673203062413024,0.7185631739927518
obesity,SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.5278071611969983,0.4124185394026156,0.7262148569145721,0.7226081185829113
obesity,SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.6211125115696291,0.47097736245786587,0.671734183741279,0.7296556984044031
obesity,SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.5083941137477196,0.4069246741103977,0.6677451849226907,0.727617806977561
obesity,SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.5858543046070532,0.472843333423565,0.7227898794803403,0.722673437736749
obesity,SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.5003503871343797,0.39878597181883196,0.7543102646500439,0.7194863837326333
obesity,SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.49906545333416685,0.38540927025866983,0.7605066473292317,0.7184442714363328
obesity,SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.49916709775816087,0.39225900018515353,0.7364618222292234,0.7215985301041592
obesity,SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.5738240741587931,0.45525545385571076,0.540775898662737,0.7344040516814342
obesity,HRSN + SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.3957255856479225,0.3096842019607296,0.8484631424335987,0.8083827242187878
obesity,HRSN + SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.3906253767873827,0.30870829915620757,0.8327097247690253,0.812494773691511
obesity,HRSN + SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.44138595113766665,0.3498349216499499,0.8085319419165933,0.8148691277035096
obesity,HRSN + SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.5123505177938678,0.3964643450336386,0.7766327673481742,0.8185846821142203
obesity,HRSN + SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.43180062408709097,0.34223258667625434,0.7603172451566247,0.8186009174333561
obesity,HRSN + SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.451390020047089,0.35789012531184583,0.8354364161426209,0.8106587412955047
obesity,HRSN + SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.40064875131559263,0.326881771862167,0.8424689675783953,0.811087468673604
obesity,HRSN + SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.4719525652936438,0.37255397599448586,0.7858218563531328,0.8169321677163395
obesity,HRSN + SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.4102702213357102,0.3295706416482503,0.8219706413659786,0.8133439167752425
obesity,HRSN + SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.4814858801158447,0.3882634984760126,0.6766787456321898,0.8227159633209218
obesity,Covariates Only,0,County-Blocked (10-fold),54115,6013,0.5964752982994735,0.4767104791206808,0.6557175046283428,0.6678096495193147
obesity,Covariates Only,1,County-Blocked (10-fold),54115,6013,0.47425341610434524,0.3732186415802997,0.7534126893063371,0.6615556065751429
obesity,Covariates Only,2,County-Blocked (10-fold),54115,6013,0.5838775343749761,0.4478261689092295,0.6649552234187449,0.6704501888287873
obesity,Covariates Only,3,County-Blocked (10-fold),54115,6013,0.6643539084807896,0.4936616414968883,0.6244358810491961,0.675908046057331
obesity,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.5485238244698424,0.4354623096341544,0.6132224598047551,0.6745885109706271
obesity,Covariates Only,5,County-Blocked (10-fold),54115,6013,0.7096035291996058,0.5606027670913232,0.5933119937733942,0.6805773047225918
obesity,Covariates Only,6,County-Blocked (10-fold),54115,6013,0.5464044316303014,0.43293708880574744,0.7070004466532445,0.6657622365745577
obesity,Covariates Only,7,County-Blocked (10-fold),54115,6013,0.5212713821046666,0.4047462151948816,0.7387199722793494,0.6617793575775315
obesity,Covariates Only,8,County-Blocked (10-fold),54116,6012,0.5302354607396714,0.4192324795864795,0.7026354635429504,0.6664825430734919
obesity,Covariates Only,9,County-Blocked (10-fold),54116,6012,0.5855649741050771,0.4647686782632758,0.5217914615696155,0.6779522023688307
chd,HRSN + Covariates,0,County-Blocked (10-fold),54115,6013,0.3685028470175534,0.2743375561855224,0.858609393098158,0.8507012247338754
chd,HRSN + Covariates,1,County-Blocked (10-fold),54115,6013,0.41634998643527155,0.3120055315081473,0.8119126581131035,0.8553932750798666
chd,HRSN + Covariates,2,County-Blocked (10-fold),54115,6013,0.39324511242594395,0.299089807004663,0.8602403525481892,0.8506592202266992
chd,HRSN + Covariates,3,County-Blocked (10-fold),54115,6013,0.4064047221433472,0.30160074534647435,0.8377951110318297,0.8532347189535407
chd,HRSN + Covariates,4,County-Blocked (10-fold),54115,6013,0.3746436650393872,0.2874118473704676,0.8541444485863805,0.8514117688666487
chd,HRSN + Covariates,5,County-Blocked (10-fold),54115,6013,0.41300007022949575,0.30155651184702276,0.8242411248196848,0.8544850900916015
chd,HRSN + Covariates,6,County-Blocked (10-fold),54115,6013,0.36502423677170537,0.272397038829839,0.8569574684413462,0.8513797220770367
chd,HRSN + Covariates,7,County-Blocked (10-fold),54115,6013,0.3894938392061006,0.2943685584418321,0.8471155158823493,0.8522939287520975
chd,HRSN + Covariates,8,County-Blocked (10-fold),54116,6012,0.3708653400333966,0.2784577375462023,0.8725040485993549,0.8493083087768443
chd,HRSN + Covariates,9,County-Blocked (10-fold),54116,6012,0.40385397406185475,0.3019833547673741,0.8386660568974301,0.8529487991772764
chd,SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.4743902148255299,0.34892547537466295,0.76567948767215,0.7644225544667069
chd,SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.4821946038166622,0.35323880017643355,0.7477174854361479,0.7664953790586143
chd,SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.4863006368125865,0.3611424605149768,0.7862703345825557,0.7621940438640593
chd,SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.5161779035490027,0.3808322752338597,0.7383352217252748,0.7675989313517699
chd,SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.4764339056512282,0.35919603768496744,0.7641197941637006,0.7646183891940295
chd,SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.48484074809185274,0.36228620081107565,0.757777078001663,0.7655902896789208
chd,SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.47304151445847104,0.3480297953900443,0.7597738410362758,0.7653327110049286
chd,SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.4723231212709296,0.35065386033778695,0.7751770518944432,0.763686694372109
chd,SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.48639704538263484,0.35836733388683895,0.7806964026617631,0.7627920966245056
chd,SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.5099769487737157,0.3748456304193986,0.7427365324155059,0.7667688249231497
chd,HRSN + SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.36500652954598656,0.27243119581368647,0.8612796644343703,0.8589199112240321
chd,HRSN + SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.40601287278883647,0.30507144196458685,0.8211363595755855,0.863030849342419
chd,HRSN + SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.3887234031971722,0.29528999998511335,0.8634359129293623,0.8589370007823417
chd,HRSN + SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.3972988871228269,0.29819078456654324,0.8449823509965353,0.8611254941083497
chd,HRSN + SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.3649893226138168,0.2805036381762282,0.8615648115263091,0.8592847717406894
chd,HRSN + SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.39363202147608717,0.29137151997803273,0.8403393641425264,0.8614552581154558
chd,HRSN + SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.3517201474723367,0.26434043990303313,0.8671944338239269,0.8589217813493393
chd,HRSN + SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.3779521824980931,0.287320670306904,0.8560419544115612,0.859963800204955
chd,HRSN + SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.36125466304500536,0.26961855375919325,0.8790263393253313,0.8572808412398032
chd,HRSN + SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.3993154071649153,0.30039035574607964,0.8422718675017395,0.861163506052029
chd,Covariates Only,0,County-Blocked (10-fold),54115,6013,0.4895518901509199,0.36375338332239837,0.7504622085539926,0.7487240089084417
chd,Covariates Only,1,County-Blocked (10-fold),54115,6013,0.4920279635398778,0.3601178293748448,0.7373230101370967,0.7503988021571116
chd,Covariates Only,2,County-Blocked (10-fold),54115,6013,0.50025531425235,0.3710477881620126,0.7738281496454931,0.7462042886624316
chd,Covariates Only,3,County-Blocked (10-fold),54115,6013,0.5315969056010651,0.39160000603213857,0.7224691041583253,0.7520308553330717
chd,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.49258657299811537,0.3690825924863935,0.747854445354933,0.7490619453715099
chd,Covariates Only,5,County-Blocked (10-fold),54115,6013,0.5127530776921608,0.38320579651808984,0.729084679705988,0.7514359707794122
chd,Covariates Only,6,County-Blocked (10-fold),54115,6013,0.4915937312803397,0.3594775013270031,0.7405614807681589,0.750109144032459
chd,Covariates Only,7,County-Blocked (10-fold),54115,6013,0.48783086313220614,0.36340100305819906,0.7601715101780219,0.7480251315388311
chd,Covariates Only,8,County-Blocked (10-fold),54116,6012,0.4986590724282972,0.3684915146835064,0.7694997774378005,0.7466478959980527
chd,Covariates Only,9,County-Blocked (10-fold),54116,6012,0.5214758965030256,0.38321344848509487,0.7310041960769231,0.7506917610175339
copd,HRSN + Covariates,0,County-Blocked (10-fold),54115,6013,0.3236366908635797,0.24908347470088504,0.8884817623919812,0.8938264140880507
copd,HRSN + Covariates,1,County-Blocked (10-fold),54115,6013,0.30969911028931735,0.22834961473107268,0.8962276041239008,0.8937018359850972
copd,HRSN + Covariates,2,County-Blocked (10-fold),54115,6013,0.32027580197088984,0.2341362908768764,0.8943160583310764,0.8939840460514717
copd,HRSN + Covariates,3,County-Blocked (10-fold),54115,6013,0.33654701056146064,0.24763723946660873,0.8971037612755048,0.8932583422230704
copd,HRSN + Covariates,4,County-Blocked (10-fold),54115,6013,0.32978544962918754,0.24920952716045255,0.8730059282387662,0.8957848595462297
copd,HRSN + Covariates,5,County-Blocked (10-fold),54115,6013,0.38364497753281135,0.27628733058709093,0.8577575483406196,0.8976010526274196
copd,HRSN + Covariates,6,County-Blocked (10-fold),54115,6013,0.31303335868309196,0.22974482157996468,0.8981665577520452,0.8935843578679393
copd,HRSN + Covariates,7,County-Blocked (10-fold),54115,6013,0.32888344031924294,0.24602926193345306,0.9086919910952459,0.8920124405625299
copd,HRSN + Covariates,8,County-Blocked (10-fold),54116,6012,0.32595032345461167,0.24309648472365705,0.8970739059994898,0.8935057475640465
copd,HRSN + Covariates,9,County-Blocked (10-fold),54116,6012,0.32335855805591884,0.23689961808695617,0.8857367257000469,0.8948556972974874
copd,SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.43509370718818685,0.3207333948432709,0.7984438761945181,0.7860945904685654
copd,SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.43870581769656875,0.3182394403182075,0.7917674029503534,0.7875444923617668
copd,SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.459024855831592,0.3397926117183741,0.782913331536409,0.7885062987589904
copd,SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.5012764133936742,0.35970763335018485,0.7717227848382331,0.7892450349905636
copd,SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.4482509250830453,0.336851633357725,0.7653811745089079,0.7897658939072222
copd,SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.4646744029826393,0.34241960256533227,0.7913263107248794,0.7874119704021811
copd,SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.45900640704266604,0.33108032434633416,0.7810491287283172,0.7886413580812894
copd,SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.4830059996424618,0.3473817325038153,0.8030618247228856,0.7858167112432882
copd,SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.4630140109927829,0.33843080071558873,0.7923122289544269,0.787137338063278
copd,SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.46326011900165515,0.3403351417933135,0.765475739804076,0.7901789954822948
copd,HRSN + SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.308867909987497,0.23702561625826396,0.898427539665476,0.9048303122430296
copd,HRSN + SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.29297804715463666,0.2159883252962171,0.9071307179548396,0.9046046726329893
copd,HRSN + SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.3069015002704626,0.22680557342653432,0.9029582162229649,0.9051333903244897
copd,HRSN + SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.3225783773078168,0.23890735954581085,0.9054680685799582,0.9045332786793014
copd,HRSN + SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.3129823332479753,0.23936398609935522,0.8856173602650295,0.9065776446394058
copd,HRSN + SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.34961520865907253,0.25585681012751205,0.8818725501708499,0.9071207550319049
copd,HRSN + SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.296541998038782,0.22099787658696443,0.9086135933144879,0.9045381531316121
copd,HRSN + SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.31504767014559004,0.2359744117500684,0.9162128528560823,0.9033839253498042
copd,HRSN + SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.31034883567906607,0.2314441228599512,0.9066911364661934,0.9046005849005181
copd,HRSN + SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.3090900663754134,0.22796260913824679,0.895598186768779,0.9058863221592708
copd,Covariates Only,0,County-Blocked (10-fold),54115,6013,0.45611571911340654,0.3361669148657934,0.7784965613281851,0.7666796539949235
copd,Covariates Only,1,County-Blocked (10-fold),54115,6013,0.4542872283446405,0.32967280249157527,0.7767132342393985,0.767717393553433
copd,Covariates Only,2,County-Blocked (10-fold),54115,6013,0.4747965970217558,0.34791383945995186,0.7677391862950245,0.768665786772586
copd,Covariates Only,3,County-Blocked (10-fold),54115,6013,0.5185861074519272,0.3731961894087588,0.7556851969471926,0.769396734072985
copd,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.4687955154743231,0.3502054237348572,0.7433818531505716,0.7706016813879889
copd,Covariates Only,5,County-Blocked (10-fold),54115,6013,0.5085566530471912,0.37538106218334466,0.7500524549848872,0.7706738364868434
copd,Covariates Only,6,County-Blocked (10-fold),54115,6013,0.48291557107017496,0.3486905500245368,0.7576452141473522,0.7696878478204622
copd,Covariates Only,7,County-Blocked (10-fold),54115,6013,0.5009218379913543,0.3625289952366194,0.788181060275799,0.7658288102493959
copd,Covariates Only,8,County-Blocked (10-fold),54116,6012,0.47542956650952295,0.34712463351280937,0.7810247492668337,0.7667827073711357
copd,Covariates Only,9,County-Blocked (10-fold),54116,6012,0.4769338343399866,0.35015187601537545,0.7514268523267134,0.7702764394661138
stroke,HRSN + Covariates,0,County-Blocked (10-fold),54115,6013,0.35691501073467913,0.27428033787513506,0.8409216397788511,0.8894199673448177
stroke,HRSN + Covariates,1,County-Blocked (10-fold),54115,6013,0.3381358832670289,0.24725230927150335,0.8863498718517051,0.8864688689896265
stroke,HRSN + Covariates,2,County-Blocked (10-fold),54115,6013,0.3491224465514264,0.24924532285166606,0.87424260424462,0.8878056236164593
stroke,HRSN + Covariates,3,County-Blocked (10-fold),54115,6013,0.3670496835115846,0.2623583485060266,0.884170383144693,0.8867315288914831
stroke,HRSN + Covariates,4,County-Blocked (10-fold),54115,6013,0.32523155275549775,0.2415149029126715,0.8691444836503519,0.8880009832558915
stroke,HRSN + Covariates,5,County-Blocked (10-fold),54115,6013,0.34491018917263794,0.2473888559620769,0.8790517967388156,0.8873818919642544
stroke,HRSN + Covariates,6,County-Blocked (10-fold),54115,6013,0.3170511637217281,0.22774075386495485,0.8952887315738333,0.8857376223800085
stroke,HRSN + Covariates,7,County-Blocked (10-fold),54115,6013,0.34754697340094143,0.2506027551118956,0.8932447098687535,0.8856897231692131
stroke,HRSN + Covariates,8,County-Blocked (10-fold),54116,6012,0.33736703484261205,0.2432282861793365,0.9040678066918592,0.8842773789516798
stroke,HRSN + Covariates,9,County-Blocked (10-fold),54116,6012,0.33745392814628516,0.24539559310516953,0.8783654210920477,0.8873290889249956
stroke,SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.42087773868923334,0.29670870564955465,0.778795789330093,0.7944853973337603
stroke,SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.438997842010388,0.3109873024175356,0.8084367578687195,0.7916199585527075
stroke,SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.44873914795211894,0.31786125740346066,0.7922380998944094,0.7933521712907724
stroke,SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.4945314625953664,0.34290673591718335,0.7897394645581087,0.7934101557978022
stroke,SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.4310671680581714,0.31414846842726296,0.7701224377296016,0.7949295097268578
stroke,SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.466035998632774,0.33353565053336265,0.7791861539992587,0.7948024283644963
stroke,SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.45411011914694205,0.31693115844446795,0.7851887231941517,0.7941207927934146
stroke,SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.46506609326306214,0.32630203146845277,0.8088423255885847,0.7912876082119955
stroke,SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.47434029047891146,0.33204630048631467,0.8103559959913498,0.7908938806749802
stroke,SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.45603826540807046,0.3254746226634998,0.7778580139448343,0.7945592669713378
stroke,HRSN + SVI + Covariates,0,County-Blocked (10-fold),54115,6013,0.3620423338904329,0.27795953805342855,0.8363182760261539,0.8941082294237709
stroke,HRSN + SVI + Covariates,1,County-Blocked (10-fold),54115,6013,0.3311617062799629,0.24221272563138346,0.8909896758341606,0.8906667390336487
stroke,HRSN + SVI + Covariates,2,County-Blocked (10-fold),54115,6013,0.34254659247687447,0.24526866708874656,0.8789353658633493,0.891964924142169
stroke,HRSN + SVI + Covariates,3,County-Blocked (10-fold),54115,6013,0.36141024725430443,0.2591330692585468,0.8877023065139669,0.8910773608350255
stroke,HRSN + SVI + Covariates,4,County-Blocked (10-fold),54115,6013,0.3180999698648542,0.23673789927648026,0.8748202885242484,0.8921290316385787
stroke,HRSN + SVI + Covariates,5,County-Blocked (10-fold),54115,6013,0.3373199274623767,0.24321071728811988,0.8843165134864345,0.8915185867589576
stroke,HRSN + SVI + Covariates,6,County-Blocked (10-fold),54115,6013,0.3084985228305275,0.2225742791990459,0.900861830669559,0.8898364912687361
stroke,HRSN + SVI + Covariates,7,County-Blocked (10-fold),54115,6013,0.3410913213255272,0.24658703969317913,0.8971738151829655,0.8899841704537873
stroke,HRSN + SVI + Covariates,8,County-Blocked (10-fold),54116,6012,0.33340778094182555,0.2388003086090076,0.9063062659159759,0.888788901810885
stroke,HRSN + SVI + Covariates,9,County-Blocked (10-fold),54116,6012,0.33027273617221514,0.2408917490798914,0.883487229588054,0.8914690074350923
stroke,Covariates Only,0,County-Blocked (10-fold),54115,6013,0.4263514960542637,0.29979163841377454,0.77300459745112,0.7836648358037885
stroke,Covariates Only,1,County-Blocked (10-fold),54115,6013,0.44989989296142185,0.3172661905938498,0.7988040716200161,0.7810789419327702
stroke,Covariates Only,2,County-Blocked (10-fold),54115,6013,0.46235130518885065,0.3235699092138923,0.7794423293536126,0.7831362185334794
stroke,Covariates Only,3,County-Blocked (10-fold),54115,6013,0.5072296706751734,0.351423647862269,0.7788030105976242,0.7830215195820791
stroke,Covariates Only,4,County-Blocked (10-fold),54115,6013,0.4452115291056534,0.32167909733264183,0.7547892561854049,0.7848918787303548
