outcome,model,fold,cv_strategy,n_train,n_test,rmse,mae,r2_oos,r2_insample
depression,HRSN + SVI + Covariates,32,State-Blocked (LOSO),56979,3149,0.42890019675548596,0.31502373317935967,0.5675506744431377,0.6242176239121463
depression,HRSN + SVI + Covariates,33,State-Blocked (LOSO),58938,1190,0.7792371709144896,0.6903661687117496,-1.3989405972938758,0.6448592691769301
depression,HRSN + SVI + Covariates,34,State-Blocked (LOSO),59882,246,0.27672224526605177,0.2130152235618932,0.5976608260558747,0.6415989770431134
depression,HRSN + SVI + Covariates,35,State-Blocked (LOSO),58827,1301,0.7739023049711455,0.6938415006274704,-0.6500743509091718,0.6503653184886051
depression,HRSN + SVI + Covariates,36,State-Blocked (LOSO),59424,704,0.9553388611514764,0.7984570405535139,-1.8258670581920944,0.6426136412279964
depression,HRSN + SVI + Covariates,37,State-Blocked (LOSO),57971,2157,0.35337458808175043,0.26069087360285653,0.6977973645882141,0.6407938858270374
depression,HRSN + SVI + Covariates,38,State-Blocked (LOSO),59583,545,0.7549723610825775,0.6947423694100985,-0.9095045133918389,0.6287151538791198
depression,HRSN + SVI + Covariates,39,State-Blocked (LOSO),58605,1523,0.3988103706395766,0.3229147744522118,0.40000748524742624,0.6422324465877605
depression,Covariates Only,0,State-Blocked (LOSO),58701,1427,0.395759869861485,0.30610356181152104,0.5800556939334053,0.40407494136162314
depression,Covariates Only,1,State-Blocked (LOSO),59955,173,0.9858907212829876,0.8345390038199063,-5.056458458178473,0.41001647112711626
depression,Covariates Only,2,State-Blocked (LOSO),58398,1730,0.6512912363751774,0.5650229776995036,-0.1448762036981801,0.40783332627365054
depression,Covariates Only,3,State-Blocked (LOSO),59309,819,0.4239182969564917,0.34748784820828427,0.3608800659203386,0.40388440010143023
depression,Covariates Only,4,State-Blocked (LOSO),51108,9020,0.680740869184047,0.5525776340874314,-0.07530931218879,0.4155784894560992
depression,Covariates Only,5,State-Blocked (LOSO),59256,872,0.46991502780833383,0.36160113746935335,0.42007060995449574,0.4063841301423995
depression,Covariates Only,6,State-Blocked (LOSO),59872,256,0.2971695474950684,0.22872275286654606,0.6457575773923682,0.4073020017620399
depression,Covariates Only,7,State-Blocked (LOSO),59925,203,0.8165298977476525,0.7416897662604115,-1.3220537149232254,0.4092646349296718
depression,Covariates Only,8,State-Blocked (LOSO),57349,2779,0.7315916080986584,0.6354468666973878,-0.44576009806300854,0.4074580506256408
depression,Covariates Only,9,State-Blocked (LOSO),59712,416,1.8424089002197523,1.6872199362165063,-5.253639387207807,0.4197455677252019
depression,Covariates Only,10,State-Blocked (LOSO),59676,452,0.5139578747602854,0.4215530245983991,0.21129256915594918,0.40728179095329897
depression,Covariates Only,11,State-Blocked (LOSO),56872,3256,0.5453188022588839,0.4415177382533784,0.2169103564172412,0.4038408163082535
depression,Covariates Only,12,State-Blocked (LOSO),58447,1681,0.6466317371828388,0.5309370266885878,0.12434569676197127,0.3976329022843913
depression,Covariates Only,13,State-Blocked (LOSO),59236,892,0.8833850114546318,0.807166901318729,-2.9238539987540566,0.4164613937059013
depression,Covariates Only,14,State-Blocked (LOSO),59313,815,0.7010448306711133,0.6101737029942611,-0.31373076821031876,0.4106986380677766
depression,Covariates Only,15,State-Blocked (LOSO),58766,1362,1.184900191481475,1.0691597611485946,-2.9719274360422636,0.41288274468491615
depression,Covariates Only,16,State-Blocked (LOSO),59728,400,0.9834429516643581,0.9132555608319071,-2.1256480845180112,0.40638788246948465
depression,Covariates Only,17,State-Blocked (LOSO),58673,1455,0.5051393163487997,0.38903380569791474,0.6348335908957569,0.400077097692472
depression,Covariates Only,18,State-Blocked (LOSO),58541,1587,0.8193896110508365,0.7166815247305831,-1.0485641803424963,0.41474012653785475
depression,Covariates Only,19,State-Blocked (LOSO),57247,2881,0.8776625285243244,0.7809789317427069,-0.2525845041446486,0.39729600454185143
depression,Covariates Only,20,State-Blocked (LOSO),58631,1497,0.7008221527197953,0.5253850676996701,-0.9720505802317896,0.40891755785579875
depression,Covariates Only,21,State-Blocked (LOSO),59259,869,0.9315348744726797,0.8588289739540285,-2.8951123575682294,0.4146140987650797
depression,Covariates Only,22,State-Blocked (LOSO),58482,1646,0.47200920296270527,0.3578889174117523,0.2175052694453221,0.40181349704425895
depression,Covariates Only,23,State-Blocked (LOSO),59813,315,0.5452495255371673,0.42276745364302926,0.18527113995712263,0.4064233816166255
depression,Covariates Only,24,State-Blocked (LOSO),59581,547,1.3458380031654833,1.2632065982239673,-7.201821376444499,0.4179946148785071
depression,Covariates Only,25,State-Blocked (LOSO),59360,768,0.3469182150744098,0.2706759310180158,0.2401541148685613,0.4074384603188915
depression,Covariates Only,26,State-Blocked (LOSO),59781,347,0.3446977264871921,0.24938777902821896,0.5507636661303061,0.4072185396260496
depression,Covariates Only,27,State-Blocked (LOSO),57968,2160,1.3890228591292677,1.3181893328035066,-6.146311080903208,0.40852518864158005
depression,Covariates Only,28,State-Blocked (LOSO),59531,597,1.0531083920740083,0.9394747907903517,-2.558768419178238,0.4156606188512182
depression,Covariates Only,29,State-Blocked (LOSO),54903,5225,1.1587947333326694,0.992425673618447,-1.00468169161991,0.42231512024477336
depression,Covariates Only,30,State-Blocked (LOSO),57490,2638,0.7235300174949505,0.6487651469348731,-0.9266724015324674,0.4126964593697511
depression,Covariates Only,31,State-Blocked (LOSO),59900,228,0.9409198373442521,0.8348926389878304,-2.036332219920908,0.4102327867258314
depression,Covariates Only,32,State-Blocked (LOSO),56979,3149,0.7069908638636007,0.6112610071264123,-0.1750337381179079,0.38904388748162777
depression,Covariates Only,33,State-Blocked (LOSO),58938,1190,0.6533589736256071,0.5255913691855475,-0.6864904756488917,0.4022339620573959
depression,Covariates Only,34,State-Blocked (LOSO),59882,246,0.505462134039818,0.42881331077133134,-0.3423984052259619,0.4078650600268474
depression,Covariates Only,35,State-Blocked (LOSO),58827,1301,0.39154557979671367,0.3069694704307372,0.577627256751647,0.4059864651024264
depression,Covariates Only,36,State-Blocked (LOSO),59424,704,1.1385952958929804,1.0226102781211401,-3.013983737260155,0.40710271056669667
depression,Covariates Only,37,State-Blocked (LOSO),57971,2157,0.4297269495399724,0.3399447917803433,0.5530974858385307,0.4053074537623407
depression,Covariates Only,38,State-Blocked (LOSO),59583,545,1.53663788479954,1.499302275160823,-6.910458494552315,0.39968852413246725
depression,Covariates Only,39,State-Blocked (LOSO),58605,1523,0.41316293268612736,0.3182885257122286,0.35604480828731344,0.406058278875023
casthma,HRSN + Covariates,0,State-Blocked (LOSO),58701,1427,0.5710923590630643,0.479331130816565,0.45056999760242167,0.7303687499352398
casthma,HRSN + Covariates,1,State-Blocked (LOSO),59955,173,0.44556324445245155,0.3094464398492374,0.6663235783008616,0.7271155602603179
casthma,HRSN + Covariates,2,State-Blocked (LOSO),58398,1730,0.8493180611209713,0.7024676133131886,0.019684977100938306,0.7385366677869474
casthma,HRSN + Covariates,3,State-Blocked (LOSO),59309,819,0.3408063733829027,0.2465749137822428,0.7320238009913071,0.7270178095377363
casthma,HRSN + Covariates,4,State-Blocked (LOSO),51108,9020,0.7134372037897219,0.6080054934168232,-0.034834954531954176,0.7141451059217403
casthma,HRSN + Covariates,5,State-Blocked (LOSO),59256,872,0.8835772766959176,0.6717424782656758,-0.034311088550318836,0.7347168533143165
casthma,HRSN + Covariates,6,State-Blocked (LOSO),59872,256,0.49896409807687353,0.33637774964632267,0.6780697004527878,0.7271710574728587
casthma,HRSN + Covariates,7,State-Blocked (LOSO),59925,203,0.42310240693171874,0.22753494184688614,0.8810051259615164,0.7262849411453955
casthma,HRSN + Covariates,8,State-Blocked (LOSO),57349,2779,0.7007150277372829,0.6266081765940003,0.3733695707454757,0.736583625940362
casthma,HRSN + Covariates,9,State-Blocked (LOSO),59712,416,0.8777753487204907,0.7110473001203119,0.09645456922496065,0.7299552208572928
casthma,HRSN + Covariates,10,State-Blocked (LOSO),59676,452,0.366555179680542,0.28030173048221013,0.3080538458250608,0.7275933236151596
casthma,HRSN + Covariates,11,State-Blocked (LOSO),56872,3256,0.4099971438169075,0.32372375964910194,0.8209697018039244,0.7206650722336669
casthma,HRSN + Covariates,12,State-Blocked (LOSO),58447,1681,0.8772325987349376,0.7998573928744385,-0.43086400412446824,0.7379848424198611
casthma,HRSN + Covariates,13,State-Blocked (LOSO),59236,892,0.5069410840154668,0.45606706044639683,-0.17978200435162162,0.7294836957801756
casthma,HRSN + Covariates,14,State-Blocked (LOSO),59313,815,0.38848895025317054,0.329659323422112,0.4337445022972334,0.7277759633650259
casthma,HRSN + Covariates,15,State-Blocked (LOSO),58766,1362,0.8081630706935775,0.7120452453486585,0.16796171092908474,0.7356252515869369
casthma,HRSN + Covariates,16,State-Blocked (LOSO),59728,400,0.8913077444651071,0.8417265739954505,-1.054490244268468,0.7262033076656114
casthma,HRSN + Covariates,17,State-Blocked (LOSO),58673,1455,0.60240067940986,0.4550762789622892,0.6912944659527596,0.7271875752273613
casthma,HRSN + Covariates,18,State-Blocked (LOSO),58541,1587,0.9169381321091553,0.8373999801908979,-0.37459826141308117,0.7361858118427752
casthma,HRSN + Covariates,19,State-Blocked (LOSO),57247,2881,0.49354596491859176,0.4379511950296562,0.7434401836093821,0.7131697891496032
casthma,HRSN + Covariates,20,State-Blocked (LOSO),58631,1497,0.37410744518186295,0.318090862003916,0.42471454586389945,0.7278434334459013
casthma,HRSN + Covariates,21,State-Blocked (LOSO),59259,869,0.542326837144623,0.45435173235016973,0.47832630490535133,0.7284569861001942
casthma,HRSN + Covariates,22,State-Blocked (LOSO),58482,1646,0.5620547145100699,0.4909995466599569,0.45344915256307483,0.7299309160221383
casthma,HRSN + Covariates,23,State-Blocked (LOSO),59813,315,0.7141697837551794,0.5406178171672369,0.2001410870840864,0.7282669396997018
casthma,HRSN + Covariates,24,State-Blocked (LOSO),59581,547,0.983301146750473,0.955328288529273,-3.626040530152851,0.7324147988614461
casthma,HRSN + Covariates,25,State-Blocked (LOSO),59360,768,0.458582781627347,0.3680188370252269,0.2608090828444969,0.7286608647743722
casthma,HRSN + Covariates,26,State-Blocked (LOSO),59781,347,0.4493717155516827,0.3690649982755452,-0.02657323365610975,0.7279057197133281
casthma,HRSN + Covariates,27,State-Blocked (LOSO),57968,2160,0.5852100501223536,0.4997979605757849,0.46909631588995715,0.7215572133919989
casthma,HRSN + Covariates,28,State-Blocked (LOSO),59531,597,0.515050904192711,0.4169165845894596,0.7712059309506705,0.7262116296069405
casthma,HRSN + Covariates,29,State-Blocked (LOSO),54903,5225,0.6016339379355167,0.4520934888159503,0.6406635230280677,0.7289269661837403
casthma,HRSN + Covariates,30,State-Blocked (LOSO),57490,2638,0.3316819331435966,0.24514084305985046,0.8171969285294391,0.7230256943045936
casthma,HRSN + Covariates,31,State-Blocked (LOSO),59900,228,0.48428085744401056,0.3645925304981811,0.41769866426170665,0.7275004025802343
casthma,HRSN + Covariates,32,State-Blocked (LOSO),56979,3149,0.3593915115231262,0.25170792041434803,0.8443060657369557,0.7142939248791808
casthma,HRSN + Covariates,33,State-Blocked (LOSO),58938,1190,0.6409671717233012,0.5817146448316777,0.1287698249926461,0.7280906641204634
casthma,HRSN + Covariates,34,State-Blocked (LOSO),59882,246,1.182990846882994,1.0691128495054971,-1.5164562847972598,0.7307652437161782
casthma,HRSN + Covariates,35,State-Blocked (LOSO),58827,1301,0.524267554728386,0.42573167230789694,0.5119394337256487,0.7281744323473873
casthma,HRSN + Covariates,36,State-Blocked (LOSO),59424,704,0.8664245367364901,0.7342464835983878,-1.6247657415509078,0.7343885823422671
casthma,HRSN + Covariates,37,State-Blocked (LOSO),57971,2157,0.29793943809534473,0.21668597243706014,0.8899923655706826,0.7220565669348031
casthma,HRSN + Covariates,38,State-Blocked (LOSO),59583,545,0.34555517952499154,0.28952581486334417,0.6121961056907397,0.7226244463023406
casthma,HRSN + Covariates,39,State-Blocked (LOSO),58605,1523,0.3961892834702497,0.2754026377329025,0.7711672268644241,0.7249869095408195
casthma,SVI + Covariates,0,State-Blocked (LOSO),58701,1427,0.9090671842694943,0.8454176302184516,-0.39216795664924864,0.5865567737234075
casthma,SVI + Covariates,1,State-Blocked (LOSO),59955,173,0.8135844026497702,0.6069849624430861,-0.11253077238755438,0.5749122522877995
casthma,SVI + Covariates,2,State-Blocked (LOSO),58398,1730,0.8041558514795448,0.504062826194747,0.12116895182475951,0.5829918522811348
casthma,SVI + Covariates,3,State-Blocked (LOSO),59309,819,0.5902141663443334,0.5079159089889631,0.19628871652596525,0.5759898860139919
casthma,SVI + Covariates,4,State-Blocked (LOSO),51108,9020,0.5425414172955808,0.3963620462058865,0.4015534339786382,0.5255264401405274
casthma,SVI + Covariates,5,State-Blocked (LOSO),59256,872,0.8796217829433198,0.6839060562212032,-0.025071254903747286,0.5795098275745467
casthma,SVI + Covariates,6,State-Blocked (LOSO),59872,256,0.5351306862618769,0.36243188500843804,0.6297091599152137,0.573565111298526
casthma,SVI + Covariates,7,State-Blocked (LOSO),59925,203,0.3685844299207819,0.24875960768270006,0.9096951173590686,0.5721316857689958
casthma,SVI + Covariates,8,State-Blocked (LOSO),57349,2779,0.6768651948079494,0.5972478185902845,0.41530014956024497,0.5775930367189399
casthma,SVI + Covariates,9,State-Blocked (LOSO),59712,416,0.7863898635758464,0.6128676324638315,0.27479790888066746,0.5748593968968387
casthma,SVI + Covariates,10,State-Blocked (LOSO),59676,452,0.3814807525181455,0.2807485796812591,0.2505565994279926,0.574203016351041
casthma,SVI + Covariates,11,State-Blocked (LOSO),56872,3256,0.43487243955399946,0.3520963440210374,0.7985864695920945,0.5601239373048277
casthma,SVI + Covariates,12,State-Blocked (LOSO),58447,1681,0.5291821656931328,0.41381000374091365,0.47931000493112674,0.5686614709785061
casthma,SVI + Covariates,13,State-Blocked (LOSO),59236,892,0.6364593975206347,0.5740921923532052,-0.8596370742684156,0.5776658462515349
casthma,SVI + Covariates,14,State-Blocked (LOSO),59313,815,0.44921452726442396,0.3725338485560694,0.24288356223763086,0.5745784081018681
casthma,SVI + Covariates,15,State-Blocked (LOSO),58766,1362,0.8343383057861086,0.7662341184220897,0.11319184941379767,0.5815526169512051
casthma,SVI + Covariates,16,State-Blocked (LOSO),59728,400,1.5816939393292686,1.536271131021312,-5.469841245455956,0.5812514482157478
casthma,SVI + Covariates,17,State-Blocked (LOSO),58673,1455,0.5181949972580038,0.39040200893554294,0.7715664227611458,0.5673185427235905
casthma,SVI + Covariates,18,State-Blocked (LOSO),58541,1587,1.4006673337756363,1.3279800001571613,-2.207493042605308,0.6077007883517553
casthma,SVI + Covariates,19,State-Blocked (LOSO),57247,2881,0.7248164543983233,0.6282134804649913,0.4466632528382133,0.5592955604712739
casthma,SVI + Covariates,20,State-Blocked (LOSO),58631,1497,0.48041511409241716,0.40727389705659073,0.05131067273660239,0.5754303135122524
casthma,SVI + Covariates,21,State-Blocked (LOSO),59259,869,1.2313466176906962,1.1874350547962347,-1.6892884691073187,0.5911321503627305
casthma,SVI + Covariates,22,State-Blocked (LOSO),58482,1646,0.39169806797420986,0.30569108931362693,0.7345539660970635,0.5704413694431323
casthma,SVI + Covariates,23,State-Blocked (LOSO),59813,315,0.8642210260185567,0.5446025619453829,-0.17127831331384646,0.5755122084886601
casthma,SVI + Covariates,24,State-Blocked (LOSO),59581,547,1.1294095045830839,1.100887205345831,-5.102941662807666,0.5803502643715821
casthma,SVI + Covariates,25,State-Blocked (LOSO),59360,768,0.39286460102752924,0.29777269845279214,0.4574910211454849,0.5742229524116915
casthma,SVI + Covariates,26,State-Blocked (LOSO),59781,347,0.3681275676580579,0.2960147671346605,0.3110699123096623,0.5741184468148824
casthma,SVI + Covariates,27,State-Blocked (LOSO),57968,2160,0.7601334680670876,0.6878720144199025,0.10428077333909536,0.5671188726134324
casthma,SVI + Covariates,28,State-Blocked (LOSO),59531,597,0.8341031220115347,0.47856277307762324,0.3999548251126741,0.5754134794370258
casthma,SVI + Covariates,29,State-Blocked (LOSO),54903,5225,0.5797066232082122,0.43700602974402875,0.6663791559658017,0.5635036454569977
casthma,SVI + Covariates,30,State-Blocked (LOSO),57490,2638,0.4079659805133353,0.274658884708981,0.7234410256852384,0.5674608856705033
casthma,SVI + Covariates,31,State-Blocked (LOSO),59900,228,0.6962479208010421,0.5811690479077022,-0.20359674199209832,0.5749593705710434
casthma,SVI + Covariates,32,State-Blocked (LOSO),56979,3149,0.48593087716318334,0.3566345866558602,0.7153671282757674,0.5558067911262945
casthma,SVI + Covariates,33,State-Blocked (LOSO),58938,1190,0.8837907461812888,0.7917875650423808,-0.6563809794966429,0.5781280646698735
casthma,SVI + Covariates,34,State-Blocked (LOSO),59882,246,1.3659932669615356,1.2427341863753731,-2.3552411457696607,0.5784655055106026
casthma,SVI + Covariates,35,State-Blocked (LOSO),58827,1301,0.9908268585145371,0.9358864653727481,-0.7432645462752141,0.5874499977126106
casthma,SVI + Covariates,36,State-Blocked (LOSO),59424,704,0.6190135845887483,0.5209804686923234,-0.3397674531070243,0.576631985030519
casthma,SVI + Covariates,37,State-Blocked (LOSO),57971,2157,0.38110710348487326,0.2900504843061476,0.8200047996915762,0.5662287976330169
casthma,SVI + Covariates,38,State-Blocked (LOSO),59583,545,0.864322096471701,0.7980650811024962,-1.4262110914873638,0.5719513472761342
casthma,SVI + Covariates,39,State-Blocked (LOSO),58605,1523,0.5168041990951983,0.35397188104488714,0.6106278880058147,0.5713764229955873
casthma,HRSN + SVI + Covariates,0,State-Blocked (LOSO),58701,1427,0.5779091785939922,0.4900885824598243,0.4373752198854419,0.7353030188602168
casthma,HRSN + SVI + Covariates,1,State-Blocked (LOSO),59955,173,0.493684678225225,0.34745800035707075,0.5903564681148854,0.7319943317752444
casthma,HRSN + SVI + Covariates,2,State-Blocked (LOSO),58398,1730,0.8378291282420457,0.6788314982996765,0.04602751440520658,0.7429765125300947
casthma,HRSN + SVI + Covariates,3,State-Blocked (LOSO),59309,819,0.35238536932078374,0.26078362622307033,0.7135053315436903,0.7318805992346891
casthma,HRSN + SVI + Covariates,4,State-Blocked (LOSO),51108,9020,0.6994344725301267,0.5970878353527221,0.005388100855739264,0.7170435092102301
casthma,HRSN + SVI + Covariates,5,State-Blocked (LOSO),59256,872,0.8626808531576025,0.6429881552729441,0.014032903185368983,0.7389668256070412
casthma,HRSN + SVI + Covariates,6,State-Blocked (LOSO),59872,256,0.5050699025891273,0.3339102033481565,0.6701425961376571,0.7319582060539562
casthma,HRSN + SVI + Covariates,7,State-Blocked (LOSO),59925,203,0.4056381053728394,0.22744369069159281,0.890625834394478,0.7310054434977961
casthma,HRSN + SVI + Covariates,8,State-Blocked (LOSO),57349,2779,0.6938594025058884,0.6230121892945754,0.38557118760902687,0.7408208355706178
casthma,HRSN + SVI + Covariates,9,State-Blocked (LOSO),59712,416,1.0722857931208338,0.9200882975931655,-0.3483552731718973,0.7367356805260059
casthma,HRSN + SVI + Covariates,10,State-Blocked (LOSO),59676,452,0.3657614919281968,0.2775250579651651,0.31104709022158605,0.7323407469870528
casthma,HRSN + SVI + Covariates,11,State-Blocked (LOSO),56872,3256,0.4092196021547481,0.327148273069821,0.8216481041832687,0.7255752314009076
casthma,HRSN + SVI + Covariates,12,State-Blocked (LOSO),58447,1681,0.8592633885028109,0.7851758615179303,-0.3728448212432065,0.7418466624431119
casthma,HRSN + SVI + Covariates,13,State-Blocked (LOSO),59236,892,0.5344527290041846,0.4850546815773502,-0.311310042099171,0.7345903691507039
casthma,HRSN + SVI + Covariates,14,State-Blocked (LOSO),59313,815,0.383889205928848,0.3265746188166645,0.4470741528806811,0.7324977982201613
casthma,HRSN + SVI + Covariates,15,State-Blocked (LOSO),58766,1362,0.8490176461552174,0.7606696248265963,0.08171235061597282,0.7415378907040662
casthma,HRSN + SVI + Covariates,16,State-Blocked (LOSO),59728,400,0.8129846550023974,0.7559642455747997,-0.7092808225154257,0.7301742935944378
casthma,HRSN + SVI + Covariates,17,State-Blocked (LOSO),58673,1455,0.6141632437373478,0.4604803143268733,0.6791211062768236,0.7323631863157486
casthma,HRSN + SVI + Covariates,18,State-Blocked (LOSO),58541,1587,0.8982169976730543,0.8191736677831307,-0.3190408974003083,0.7402060059138489
casthma,HRSN + SVI + Covariates,19,State-Blocked (LOSO),57247,2881,0.48540697392276594,0.4291813110525407,0.7518321900293093,0.7179359015785312
casthma,HRSN + SVI + Covariates,20,State-Blocked (LOSO),58631,1497,0.37763183597678945,0.3211432433442847,0.4138241919591986,0.7326659355609184
casthma,HRSN + SVI + Covariates,21,State-Blocked (LOSO),59259,869,0.5936189098635435,0.5120685282506671,0.3749824671553512,0.7338894443077434
casthma,HRSN + SVI + Covariates,22,State-Blocked (LOSO),58482,1646,0.5611309606876115,0.49098724306636143,0.4552442217263464,0.7346670300810394
casthma,HRSN + SVI + Covariates,23,State-Blocked (LOSO),59813,315,0.71884287226071,0.5133177522923056,0.1896392693123673,0.733068707203899
casthma,HRSN + SVI + Covariates,24,State-Blocked (LOSO),59581,547,0.9832676361883339,0.9570436367175791,-3.625725227811099,0.7372117144909609
casthma,HRSN + SVI + Covariates,25,State-Blocked (LOSO),59360,768,0.45901459018737384,0.36597117779721083,0.25941636050549344,0.7334187661245066
casthma,HRSN + SVI + Covariates,26,State-Blocked (LOSO),59781,347,0.40355034014818697,0.32605443403105594,0.17210758261240855,0.7324295768161374
casthma,HRSN + SVI + Covariates,27,State-Blocked (LOSO),57968,2160,0.5758572703758821,0.4941082056182571,0.4859304311298962,0.7261495578051977
casthma,HRSN + SVI + Covariates,28,State-Blocked (LOSO),59531,597,0.5225859928173043,0.39719886891103734,0.7644625417621645,0.7311042554646394
casthma,HRSN + SVI + Covariates,29,State-Blocked (LOSO),54903,5225,0.6048469898008625,0.45052851588330434,0.6368151704959621,0.7336805943501261
casthma,HRSN + SVI + Covariates,30,State-Blocked (LOSO),57490,2638,0.326430577169657,0.23831517224616655,0.8229395668143238,0.727735707940905
casthma,HRSN + SVI + Covariates,31,State-Blocked (LOSO),59900,228,0.5101296390122843,0.36797676335084956,0.35387834720515743,0.7323482375578335
casthma,HRSN + SVI + Covariates,32,State-Blocked (LOSO),56979,3149,0.3644663536822834,0.25772197489698334,0.8398780220265596,0.7194434134753718
casthma,HRSN + SVI + Covariates,33,State-Blocked (LOSO),58938,1190,0.6695692560154657,0.6073295571129952,0.04928062716995274,0.7334951076172129
casthma,HRSN + SVI + Covariates,34,State-Blocked (LOSO),59882,246,1.206042502702504,1.085192400960951,-1.615482677828132,0.7357601098998077
casthma,HRSN + SVI + Covariates,35,State-Blocked (LOSO),58827,1301,0.52230408247396,0.4243837625970529,0.5155883297325984,0.732954914289627
casthma,HRSN + SVI + Covariates,36,State-Blocked (LOSO),59424,704,0.8864253148961354,0.7462278214322762,-1.7473460394491123,0.7395217113414594
casthma,HRSN + SVI + Covariates,37,State-Blocked (LOSO),57971,2157,0.3009414699527987,0.22299720340736276,0.8877643275275149,0.7269820444368585
casthma,HRSN + SVI + Covariates,38,State-Blocked (LOSO),59583,545,0.31115830963846,0.2510682084771109,0.6855582830449793,0.7272731022030472
casthma,HRSN + SVI + Covariates,39,State-Blocked (LOSO),58605,1523,0.4139212775560031,0.2878912516924514,0.7502253960295745,0.7301344480195906
casthma,Covariates Only,0,State-Blocked (LOSO),58701,1427,0.8861394102693705,0.8209552864008202,-0.3228292081103292,0.5609469959757427
casthma,Covariates Only,1,State-Blocked (LOSO),59955,173,0.5743919324196043,0.40951717093264434,0.4454720166077841,0.5496091053323656
casthma,Covariates Only,2,State-Blocked (LOSO),58398,1730,0.6860215865432677,0.4619697428810069,0.36041171283829176,0.5533542864582639
casthma,Covariates Only,3,State-Blocked (LOSO),59309,819,0.5703183000047941,0.48777219308680675,0.24956095625401342,0.5512170380176833
casthma,Covariates Only,4,State-Blocked (LOSO),51108,9020,0.62410331088612,0.44389055670179967,0.20809596253523832,0.5163144109471185
casthma,Covariates Only,5,State-Blocked (LOSO),59256,872,0.9097162773289751,0.7206876583071458,-0.0964126429236376,0.5556460354548873
casthma,Covariates Only,6,State-Blocked (LOSO),59872,256,0.5289132755384601,0.35574699218213723,0.6382636157241208,0.549128115944882
casthma,Covariates Only,7,State-Blocked (LOSO),59925,203,0.3793564582894783,0.26407563613593765,0.9043395926673063,0.5477109385641552
casthma,Covariates Only,8,State-Blocked (LOSO),57349,2779,0.673880999722584,0.5855819894353483,0.4204444885705626,0.5523299915311537
casthma,Covariates Only,9,State-Blocked (LOSO),59712,416,0.8688893609703457,0.7112903827931191,0.11465570501877043,0.5513345209794305
casthma,Covariates Only,10,State-Blocked (LOSO),59676,452,0.38856041263401203,0.30558877759408565,0.22248158881227398,0.5498770396366992
casthma,Covariates Only,11,State-Blocked (LOSO),56872,3256,0.4411834474379341,0.33729746825854257,0.7926980953054519,0.5347857833015517
casthma,Covariates Only,12,State-Blocked (LOSO),58447,1681,0.5696038087165268,0.47360467546715795,0.3967260069381473,0.5448316773234186
casthma,Covariates Only,13,State-Blocked (LOSO),59236,892,0.5530578044990364,0.4918137848374096,-0.40419634941372284,0.5518658410255648
casthma,Covariates Only,14,State-Blocked (LOSO),59313,815,0.4064243049776456,0.32528454314584576,0.3802529994515168,0.5496579801116201
casthma,Covariates Only,15,State-Blocked (LOSO),58766,1362,0.8274372546505149,0.7581026820805699,0.12780126766693556,0.5565333827508161
casthma,Covariates Only,16,State-Blocked (LOSO),59728,400,1.6879859694877901,1.6531227108153248,-6.368623861806689,0.5588344565790136
casthma,Covariates Only,17,State-Blocked (LOSO),58673,1455,0.5434030571564871,0.41185311391248547,0.7488011402046988,0.5429109836232074
casthma,Covariates Only,18,State-Blocked (LOSO),58541,1587,1.436270061656014,1.3636712345849986,-2.372624095320081,0.5852579759103795
casthma,Covariates Only,19,State-Blocked (LOSO),57247,2881,0.7491738283128588,0.6680247670566828,0.4088487401142443,0.5345127904704334
casthma,Covariates Only,20,State-Blocked (LOSO),58631,1497,0.4424699163825815,0.36733367217451657,0.19525518494495353,0.5500930435804274
casthma,Covariates Only,21,State-Blocked (LOSO),59259,869,1.2181453629107404,1.1735949496724736,-1.631933905328598,0.5661486761661056
casthma,Covariates Only,22,State-Blocked (LOSO),58482,1646,0.3586441749184877,0.26607405647633997,0.7774636580456604,0.5450388928774297
casthma,Covariates Only,23,State-Blocked (LOSO),59813,315,0.7570418083413216,0.5431991441492389,0.1012266743243273,0.5501617914557134
casthma,Covariates Only,24,State-Blocked (LOSO),59581,547,1.054269007549776,1.0252249290788589,-4.317888430277533,0.5542898047172069
casthma,Covariates Only,25,State-Blocked (LOSO),59360,768,0.3877633710742015,0.29563870820125926,0.4714881881263151,0.5497651084103992
casthma,Covariates Only,26,State-Blocked (LOSO),59781,347,0.4339295634814602,0.3588598140580714,0.04276857316761551,0.5500682693948808
casthma,Covariates Only,27,State-Blocked (LOSO),57968,2160,0.7911719370715157,0.6908305248372901,0.029637653332148406,0.5430851443827358
casthma,Covariates Only,28,State-Blocked (LOSO),59531,597,0.6119552733981402,0.38441644174825085,0.6770139111379034,0.5477275653281908
casthma,Covariates Only,29,State-Blocked (LOSO),54903,5225,0.6554218807790688,0.49179180089589863,0.5735397825478213,0.5467831185646321
casthma,Covariates Only,30,State-Blocked (LOSO),57490,2638,0.3953537046991344,0.27536144234063953,0.7402763592495492,0.5419162773606581
casthma,Covariates Only,31,State-Blocked (LOSO),59900,228,0.5817596566198395,0.5016047736628994,0.15968835366984424,0.5500484057152293
casthma,Covariates Only,32,State-Blocked (LOSO),56979,3149,0.49493820543550476,0.3727396459074222,0.7047172878859786,0.5302193088117444
casthma,Covariates Only,33,State-Blocked (LOSO),58938,1190,0.7355687116968256,0.6625784629695642,-0.14738146614107728,0.5488749306964384
